Fiber Volume Fraction,Inverse Reserve Factor Maximum,Total Deformation Maximum [mm],Equivalent Stress Maximum [MPa],Fabric Thickness,Force X Component [N],E1,E2,E3,G12,G23,G31,ν12,ν13,ν23,Normal Stress Maximum [MPa],Normal Stress 2 Maximum [MPa],Shear Stress Maximum [MPa],Equivalent Elastic Strain Maximum,Normal Elastic Strain Maximum,Normal Elastic Strain 2 Maximum,Shear Elastic Strain Maximum,Ply.1.ply_angle,Ply.2.ply_angle,Ply.3.ply_angle,Ply.4.ply_angle,Ply.5.ply_angle,Ply.6.ply_angle
0.6047912097111927,3.0,0.4169659330113589,59.471636840391184,0.23266541277024627,4363.690639601221,83057.66038559785,5052.913849669967,4800.268157186469,2919.781688006978,2124.4396581792116,2124.4396581792116,0.3028851444221563,0.2928851444221563,0.31024909061404365,41.63014578827383,17.841491052117355,8.920745526058678,0.004169659330113589,0.0005012198224101732,0.0035309311781127396,0.00305527826368002,90,45,0,0,45,90
0.5241596048465162,3.0,0.33743608684578147,44.65858756489972,0.2912117986618322,3397.3930403629906,72452.40846473174,4810.938312069055,4570.391396465602,2552.054627201922,1856.6836640077568,1856.6836640077568,0.24510538048833402,0.23510538048833401,0.36621049375940656,31.2610112954298,13.397576269469916,6.698788134734958,0.0033743608684578146,0.00043146959442551844,0.002784815643106423,0.002624860793861424,0,30,-30,-30,30,0
0.576332879824413,3.0,0.19638975750845092,28.19944145430759,0.27097052881024486,2095.3668565844077,79638.75078430679,5156.090022005957,4898.285520905659,2847.3981733490164,1996.0370663561516,1996.0370663561516,0.27733768029816275,0.26733768029816274,0.3035043012629783,19.73960901801531,8.459832436292276,4.229916218146138,0.001963897575084509,0.0002478643728538381,0.0016407456813566283,0.0014855373083178772,0,60,-60,-60,60,0
0.586609790648491,3.0,0.45379348960132326,65.62163573451237,0.269371458708938,4853.793795953945,78423.95764393898,5116.733570186843,4860.896891677501,2982.3273070484947,2120.872604832972,2120.872604832972,0.2503937204268377,0.2403937204268377,0.3380563940980747,45.93514501415866,19.68649072035371,9.843245360176855,0.004537934896013233,0.0005857284737237279,0.0038474723083216614,0.0033005248407554475,0,45,-45,-45,45,0
0.49538186981017684,3.0,0.26244320800315035,32.00502460266162,0.26037767936190126,2467.183634925488,67691.28382683167,4325.334886833853,4109.0681424921595,2495.482254896222,1740.8376928840628,1740.8376928840628,0.26306624831441955,0.25306624831441954,0.35459964031799807,22.403517221863133,9.601507380798486,4.800753690399243,0.0026244320800315035,0.0003309660558244984,0.0022198298240501775,0.0019237779314919988,0,0,90,90,0,0
0.4899816404950217,3.0,0.4476763128727938,52.29216133979987,0.18088347237012065,4041.1596987596226,67094.45380558573,4118.403600484062,3912.4834204598587,2424.334505166524,1686.7133824750083,1686.7133824750083,0.2854992956762315,0.2754992956762315,0.31118375985021257,36.60451293785991,15.68764840193996,7.84382420096998,0.004476763128727938,0.0005455668965414921,0.003809157606626046,0.003235454589395121,0,45,-45,-45,45,0
0.4729060147071947,3.0,0.28635569469569444,33.633221514114894,0.2602083554148566,2619.9329276440963,61318.00732804757,4189.177126367597,3979.718270049217,2377.5503187443737,1690.3443913567382,1690.3443913567382,0.28473657285963305,0.27473657285963304,0.32431600784500897,23.543255059880423,10.089966454234467,5.044983227117234,0.0028635569469569445,0.00038395336192067456,0.002408579572996809,0.0021219249020065236,0,0,90,90,0,0
0.5373434778464725,3.0,0.23916044046305185,30.9228648610583,0.20575016073834348,2338.3788967608625,70627.8400242669,4609.433857817557,4378.962164926678,2613.161206352234,1910.5318171058798,1910.5318171058798,0.2634875006213347,0.2534875006213347,0.3529533211781516,21.64600540274081,9.27685945831749,4.638429729158745,0.0023916044046305186,0.00030647978750735535,0.0020125810987794137,0.0017750262470923584,0,90,90,90,90,0
0.5614064304682557,3.0,0.32888672168567784,46.647975727584274,0.27406778509276963,3489.410931473244,75325.84830363415,5144.012921725784,4886.812275639494,2754.0780770559463,1943.1392758449906,1943.1392758449906,0.24720382886205133,0.23720382886205132,0.35778874804771604,32.65358300930899,13.994392718275282,6.997196359137641,0.003288867216856778,0.0004334977135296808,0.002720520521861413,0.0025406673897268384,0,0,90,90,0,0
0.4822543558067204,3.0,0.12377623707066165,15.284043413851403,0.2401253730124036,1185.4044622092579,65774.13479795217,4473.366224055041,4249.697912852289,2403.392940272848,1662.4923466008722,1662.4923466008722,0.2904226074495111,0.2804226074495111,0.32894500884427125,10.698830389695981,4.585213024155421,2.2926065120777106,0.0012377623707066166,0.00016266014631072094,0.0010250028266183386,0.0009539041551055898,0,30,-30,-30,30,0
0.4675299838632202,3.0,0.5455263626252332,61.830316845110225,0.19416070825446183,4828.5394904728155,63716.20916161988,4026.6740436969694,3825.3403415121206,2307.39691499295,1714.3086413884348,1714.3086413884348,0.3023000723172636,0.29230007231726357,0.35735121513271967,43.28122179157715,18.549095053533065,9.274547526766533,0.005455263626252332,0.0006792811807399245,0.00460655490169817,0.0040194851031058396,45,45,-45,-45,45,45
0.5044483123690318,3.0,0.4949614880159592,59.42399168485315,0.19156691545841992,4561.710784447288,69360.98437600538,4194.570726682816,3984.8421903486746,2556.9954533288274,1779.8332294315478,1779.8332294315478,0.2541418226351385,0.2441418226351385,0.36852914272739,41.5967941793972,17.827197505455946,8.913598752727973,0.004949614880159592,0.0005997145881595522,0.004250064825955192,0.0034859658202066,0,30,-30,-30,30,0
0.601703905967042,3.0,0.21221457585152395,33.26908439167482,0.2663355547141124,2444.418678987967,81262.80552383584,5735.6909319675615,5448.906385369183,2989.371079637368,2044.553821327335,2044.553821327335,0.2732645921736488,0.2632645921736488,0.3033291339089514,23.28835907417237,9.980725317502445,4.990362658751223,0.0021221457585152395,0.00028658079085568214,0.0017401086348421278,0.0016693687487458362,0,45,-45,-45,45,0
0.515972242466557,3.0,0.1004312590869891,12.64158292551905,0.19734290266392562,965.3133547514824,67873.10815150093,4515.799875649064,4290.009881866611,2505.7351370203432,1782.5142604436035,1782.5142604436035,0.26774958436278695,0.25774958436278694,0.34727323931851334,8.849108047863334,3.7924748776557147,1.8962374388278573,0.001004312590869891,0.0001303772331762244,0.0008398235046035151,0.0007567589290713061,0,30,-30,-30,30,0
0.4545607742059395,3.0,0.284186495356106,33.98671502491998,0.29502710558897344,2670.365466243051,61835.975288977126,4258.672281432332,4045.738667360715,2432.5423423650404,1765.7944576812279,1765.7944576812279,0.3150261163979986,0.3050261163979986,0.34573824419008603,23.790700517443984,10.196014507475994,5.098007253737997,0.0028418649535610603,0.0003847388256797643,0.0023941768311053833,0.002095752729541989,0,60,-60,-60,60,0
0.5033951326183788,3.0,0.2917103912176373,37.01725024258235,0.21978827968110626,2843.02581112192,67040.19770489141,4502.398016282132,4277.278115468025,2602.254081554905,1771.3058782110463,1771.3058782110463,0.25121992711988883,0.24121992711988882,0.34432289148312395,25.912075169807643,11.105175072774705,5.552587536387352,0.002917103912176373,0.0003865154945376457,0.0024665023022431135,0.002133760717581258,0,30,-30,-30,30,0
0.4717151482270887,3.0,0.18092199246659113,22.65254609024888,0.2606688111647774,1765.5520272755375,64102.57516108412,4599.022316759775,4369.071200921786,2368.9977028532744,1709.967389456194,1709.967389456194,0.31328094761100866,0.30328094761100866,0.31841711927159044,15.856782263174214,6.795763827074664,3.397881913537332,0.0018092199246659113,0.00024736576063173,0.0014776540227494689,0.0014343120339225513,45,-45,45,-45,45,-45
0.5609704938782967,3.0,0.4095465947829873,56.591614097137125,0.22451067406349265,4234.053844095859,76988.75047917456,4868.1490092872655,4624.741558822902,2879.3783104214226,1986.4937865403901,1986.4937865403901,0.2812045703385372,0.2712045703385372,0.32047720724540824,39.614129867995985,16.977484229141137,8.488742114570568,0.004095465947829873,0.0005145443928033564,0.0034874619073393506,0.002948116294356668,0,90,90,90,90,0
0.6372087140097926,3.0,0.06263936686278332,9.705274841450152,0.19975293810984218,702.0977872654804,84184.76774567114,5479.29091122421,5205.326365662999,3199.8506034667325,2324.9759744189,2324.9759744189,0.311263399270282,0.301263399270282,0.37147573117582905,6.7936923890151055,2.9115824524350455,1.4557912262175228,0.0006263936686278332,8.069978181254107e-05,0.000531379424748325,0.00045495599845827553,0,45,-45,-45,45,0
0.5131858103661586,3.0,0.34398748094084297,45.4823039048671,0.27264149185331854,3477.475684254925,70939.51746452125,4704.423580987751,4469.202401938363,2688.789531190472,1807.1444025148696,1807.1444025148696,0.31494505204270234,0.30494505204270234,0.3192776460004548,31.83761273340697,13.64469117146013,6.822345585730065,0.0034398748094084295,0.00044879939801295956,0.0029003959648963543,0.0025373297190388285,0,60,-60,-60,60,0
0.4745515864822972,3.0,0.12417812674979235,15.285464529748353,0.27973352065498874,1189.7794248102232,63489.68319340614,4563.253136789116,4335.09047994966,2284.1942778480075,1607.2469315506908,1607.2469315506908,0.3021923870592942,0.2921923870592942,0.3777461140848774,10.699825170823846,4.585639358924506,2.292819679462253,0.0012417812674979235,0.0001685285645264505,0.00100490575943616,0.0010037761243419153,0,30,-30,-30,30,0
0.47877950051025014,3.0,0.16455316860289354,19.73963403344375,0.18167235452498418,1533.4521349948486,64771.10992923639,4437.803263247622,4215.913100085241,2229.883734468769,1672.8051476700684,1672.8051476700684,0.2955409948514309,0.2855409948514309,0.3464893287376722,13.817743823410623,5.9218902100331245,2.9609451050165623,0.0016455316860289355,0.0002133318981025145,0.001334419274300915,0.0013278473039859883,0,60,-60,-60,60,0
0.48995513033201155,3.0,0.3930561315854946,48.12715584635384,0.2764949431418715,3719.3320832711074,64154.35351821222,4415.722471506987,4194.936347931637,2411.042096993371,1695.1825705003228,1695.1825705003228,0.27908672362812265,0.26908672362812264,0.35302913702108657,33.689009092447684,14.43814675390615,7.219073376953075,0.0039305613158549454,0.0005251242861154232,0.0032697133588150376,0.0029941714356441296,0,45,-45,90,-45,45
0.5072892453764111,3.0,0.06299297288247883,7.981040569406702,0.29097701151744326,611.8677112381534,68847.79331272232,4600.917880078442,4370.87198607452,2449.695181103386,1780.9417457151112,1780.9417457151112,0.2735291455453043,0.26352914554530427,0.37729855297145454,5.586728398584691,2.3943121708220105,1.1971560854110053,0.0006299297288247884,8.114607788819754e-05,0.0005203988058967898,0.0004886959384358118,0,30,60,-60,-30,0
0.5692085106468746,3.0,0.39257011194363584,55.26579186208692,0.29196278659202535,4119.624120258368,74647.98593457257,5004.735193029174,4754.498433377716,2871.2909535216004,2064.5810045173553,2064.5810045173553,0.3063542891906189,0.2963542891906189,0.36374536706601296,38.68605430346084,16.579737558626075,8.289868779313037,0.0039257011194363586,0.0005182464579468812,0.003312810152616885,0.0028871573496045823,0,30,-30,-30,30,0
0.5561539181198107,3.0,0.43010023323112034,58.74681798856821,0.2527218984840013,4404.825291992051,78397.3418870627,4899.497377605082,4654.522508724827,2710.6207283456465,1940.8829601641842,1940.8829601641842,0.309399250540186,0.299399250540186,0.33631175056610396,41.122772591997744,17.624045396570462,8.812022698285231,0.004301002332311204,0.0005245429449794128,0.003597112935936554,0.003250924264739689,45,-45,45,-45,45,-45
0.49956791259027167,3.0,0.37304767929078203,50.131835860807215,0.20839948355970972,3857.0642610955088,70197.03849216863,5077.124647160526,4823.2684148025,2404.114232645331,1726.392756658669,1726.392756658669,0.25169385953541584,0.24169385953541583,0.3659731352365073,35.09228510256505,15.039550758242164,7.519775379121082,0.00373047679290782,0.0004999111907901932,0.002962218145787164,0.0031278777343482595,0,45,-45,90,-45,45
0.47877438659422855,3.0,0.13582772153769113,16.02506410626086,0.290516456698494,1244.8927523087518,64070.308083375705,4282.204886444849,4068.0946421226063,2283.8802683015438,1661.41992844132,1661.41992844132,0.2444316327331408,0.2344316327331408,0.3139713176748682,11.217544874382602,4.807519231878258,2.403759615939129,0.0013582772153769111,0.00017508180013408136,0.001122673799914682,0.0010524893311183673,0,45,-45,90,-45,45
